"(Benchmark_method, commit)",Add Attribute Annotation,Remove Class Annotation,Modify Method Annotation,Remove Method Annotation,Move Class,Remove Attribute Annotation,Change Return Type,Remove Parameter,Add Method Annotation,Change Package,Modify Class Annotation,Add Parameter Annotation,Add Parameter,Change Attribute Type,Change Parameter Type,Remove Parameter Annotation,Extract Method,Extract Variable,Pull Up Attribute,Pull Up Method,Move Attribute,Extract And Move Method,Add Class Annotation,Change Variable Type,Inline Method,Replace Variable With Attribute,Move And Inline Method,Push Down Method,Extract Superclass,Extract Interface,Extract Class,Push Down Attribute,Move Method,Modify Parameter Annotation,Reorder Parameter,Split Parameter,Inline Variable,Parameterize Variable,Move Source Folder,Modify Attribute Annotation,Extract Subclass,Extract Attribute,Split Variable,Merge Parameter,Replace Attribute,sum,delta
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ProfilerBenchmark.processTraces,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceActiveBenchmark.benchmarkLettuce,a882c458550598a619b8092525a1b17cc94f42f7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ProfilerBenchmark.processTraces,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceActiveBenchmark.benchmarkLettuce,025cf2a37e0e81d77c0075548aa8546e50bc6cd2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,491da9dd92f172b907589465e6c833ec08adeba7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceActiveBenchmark.benchmarkLettuce,9528d35842985671e90f20e9699ad27cc21a8f30)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.ObjectPoolBenchmark.testNewOperator,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpVanillaJacksonReporterBenchmark.testSerialization,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.stacktrace.StackTraceFactoryBenchmark.testCurrentThreadStackTraceFactoryRecycling,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpNoopJsonReporterBenchmark.testReport,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpMoshiReporterBenchmark.testSerialization,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpVanillaJacksonReporterBenchmark.sendPayload,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.ObjectPoolBenchmark.testRingBufferObjectPool,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpMoshiReporterBenchmark.testReport,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpCborJacksonReporterBenchmark.testSerialization,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpMoshiReporterBenchmark.sendPayload,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.stacktrace.StackTraceFactoryBenchmark.testCurrentThreadStackTraceFactory,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpCborJacksonReporterBenchmark.sendPayload,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpNoopJsonReporterBenchmark.testSerialization,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.NoopReporterBenchmark.sendPayload,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.ObjectPoolBenchmark.testThreadLocalObjectPool,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpNoopJsonReporterBenchmark.sendPayload,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpVanillaJacksonReporterBenchmark.testReport,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.NoopReporterBenchmark.testReport,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.impl.HttpCborJacksonReporterBenchmark.testReport,4f6fa704e8a7af913fe533806123e7b382c43225)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ProfilerBenchmark.processTraces,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceActiveBenchmark.benchmarkLettuce,3c4f6e0c1dc9e5e863e4a8621f36586cd6f7c6b2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ProfilerBenchmark.processTraces,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseLongQuery,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.parseShortQuery,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceActiveBenchmark.benchmarkLettuce,827450d577ee41b43a6b426ed369e1fec9421f26)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmNotActiveContinuousBenchmark.benchmarkWithoutApm,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsAtomicQueueObjectPool,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.sql.SignatureParserBenchmark.consumeCpu,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ElasticApmActiveContinuousBenchmark.benchmarkWithApm,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.LettuceNotActiveBenchmark.benchmarkLettuce,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.objectpool.ObjectPoolBenchmark.testJctoolsQueueObjectPool,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(co.elastic.apm.agent.benchmark.ProfilerBenchmark.processTraces,f2ac5f684ab43e7cc91a62bf606d748d7aa3ce52)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
