"(Benchmark_method, commit)",Add Parameter,Extract Method,Change Variable Type,Remove Method Annotation,Move Source Folder,Add Class Annotation,Move Class,Inline Method,Change Attribute Type,Change Return Type,Change Parameter Type,Extract Attribute,Add Method Annotation,Extract Variable,Inline Variable,Extract And Move Method,Pull Up Method,Move Method,Remove Parameter,Extract Superclass,Extract Class,Extract Subclass,Move Attribute,Push Down Method,Push Down Attribute,Merge Parameter,Merge Variable,Parameterize Variable,Merge Attribute,Replace Variable With Attribute,Modify Class Annotation,Pull Up Attribute,Remove Class Annotation,Modify Method Annotation,Move And Inline Method,Add Parameter Annotation,Add Attribute Annotation,Modify Attribute Annotation,Reorder Parameter,Remove Attribute Annotation,Split Attribute,Remove Parameter Annotation,Extract Interface,Split Parameter,Change Package,Split Variable,Replace Attribute,Modify Parameter Annotation,sum,delta
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprLongColumnLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarNotEqualLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyDate.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerNativeVectorOptimizedBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.NotColBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyInteger.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.udf.json_read.JsonReadBench.benchmarkMethod,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongScalarLessEqualLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.IfExprRepeatingLongColumnLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyByte.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddRepeatingLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColOrRepeatingColBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyByte.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColAndColBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyLong.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedComparisonBench.LongColGreaterEqualLongScalarBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiNativeVectorOptimizedBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.doubleBench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.write,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.ParseDouble.floatingDecimalBench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColDivideLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.getRecordWriter,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.serialize,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyByte.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyOuterNativeVectorOptimizedBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyLong.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLikeBench.FilterStringColLikeStringScalarBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerBigOnlyNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.hash.Murmur3Bench.Hash64Bench.longHash,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyFloat.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColAndRepeatingColBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyLong.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyLeftSemiNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyInnerRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyFloat.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.DoubleColDivideRepeatingDoubleColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColAddLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyInnerBigOnlyVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyLeftSemiNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.storage.ColumnarStorageBench.getRecordReader,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyDouble.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.RandomLazyTimestamp.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyTimestamp.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.WorstLazyDate.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerBigOnlyRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedArithmeticBench.LongColDivideRepeatingLongColumnBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.serde.LazySimpleSerDeBench.GoodLazyFloat.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.VectorizedLogicBench.ColOrColBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyOuterRowModeOptimized_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinMultiKeyBench.MapJoinMultiKeyInnerRowModeHashMapBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterVectorPassThrough_Bench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneLongKeyBench.MapJoinOneLongKeyOuterNativeVectorFastBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.apache.hive.benchmark.vectorization.mapjoin.MapJoinOneStringKeyBench.MapJoinOneStringKeyLeftSemiNativeVectorOptimizedBench.bench,f7d52d75b64ab99073402479dbef095d186e1ceb)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
