"(Benchmark_method, commit)",Change Attribute Type,Change Parameter Type,Change Variable Type,Add Method Annotation,Extract Method,Remove Method Annotation,Add Parameter,Modify Method Annotation,Inline Method,Extract Variable,Inline Variable,Change Return Type,Extract Superclass,Pull Up Method,Add Parameter Annotation,Remove Parameter,Remove Parameter Annotation,Move Method,Add Class Annotation,Replace Variable With Attribute,Move And Inline Method,Parameterize Variable,Reorder Parameter,Replace Attribute,Pull Up Attribute,Extract And Move Method,Move Class,Move Attribute,Remove Class Annotation,Extract Class,Extract Subclass,Push Down Method,Push Down Attribute,Add Attribute Annotation,Remove Variable Annotation,Remove Attribute Annotation,Move Source Folder,Extract Interface,Change Package,Merge Attribute,Modify Class Annotation,Merge Variable,Extract Attribute,Modify Attribute Annotation,Merge Parameter,Split Attribute,Add Variable Annotation,sum,delta
"(io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlowableFlatMapCompletableSyncPerf.flatMap,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.PublishProcessorPerf.subject1m,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.JustAsyncPerf.pipelineSingle,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.PublishProcessorPerf.unbounded1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapIterableAsObs0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.RxVsStreamPerf.rangeObservableFlatMap,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlattenCrossMapPerf.flowable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.singleFlatMapObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapSinglePerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapMaybePerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapMaybePerf.observablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapSinglePerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapMaybeAsObs0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlattenCrossMapPerf.observable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.flowFlatMapFlowable1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.flowFlatMapIterableAsFlow0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.parallel.ParallelPerf.parallel,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.subscribeOnObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BlockingGetPerf.completable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.observeOnSingle,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.pipelineCompletable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.completableFlatMapObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.StrictPerf.internal,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.singleFlattenAsObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableFlatMapMaybePerf.flowableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.PublishProcessorPerf.bounded1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.PublishProcessorPerf.unbounded1m,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapCompletable0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapMaybeEmptyPerf.flowableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapMaybeEmptyPerf.observablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.maybeFlatMapObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.singleFlatMapHidePublisher,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlatMapJustPerf.flowable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapSingleAsObs1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.completableFlatMapPublisher,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.OperatorFlatMapPerf.flatMapIntPassthruAsync,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.OperatorMergePerf.mergeNSyncStreamsOfN,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableSwitchMapMaybeEmptyPerf.observablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.observeOnFlowable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableFlatMapCompletablePerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableSwitchMapMaybePerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlatMapJustPerf.observable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableFlatMapMaybeEmptyPerf.flowablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.FlattenJustPerf.flowable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapMaybePerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.flowFlatMapSingleAsFlow1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableConcatMapMaybePerf.flowableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapCompletableAsObs0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapIterable0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.observeOnCompletable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapCompletablePerf.flowableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.RxVsStreamPerf.range,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.EachTypeFlatMapPerf.bpRange,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.PublishProcessorPerf.unbounded1k,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.obsFlatMapObservable0,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableSwitchMapCompletablePerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapMaybePerf.flowableDedicated,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableConcatMapSinglePerf.flowablePlain,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.subscribeOnCompletable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapCompletablePerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.RxVsStreamPerf.rangeFlatMap,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.XMapYPerf.flowFlatMapMaybeAsFlow1,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.FlowableSwitchMapSinglePerf.flowableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.ToFlowablePerf.observableInner,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.BinaryFlatMapPerf.completableFlattenAsObservable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.ToFlowablePerf.flowable,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.xmapz.ObservableConcatMapMaybeEmptyPerf.observableConvert,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.CallableAsyncPerf.observeOnMaybe,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.EachTypeFlatMapPerf.nbpRangeMapRange,c3cfb5ac774a6e08e0d1fdd42dd8c483329f4f23)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnObservable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(io.reactivex.rxjava3.core.CallableAsyncPerf.subscribeOnCompletable,daeccff5d8a54130589564af68fe187ad2a144e2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
