"(Benchmark_method, commit)",Add Method Annotation,Remove Method Annotation,Modify Method Annotation,Add Parameter,Remove Class Annotation,Inline Variable,Inline Method,Extract Variable,Change Return Type,Change Variable Type,Remove Parameter,Extract Method,Change Parameter Type,Extract Attribute,Move Class,Change Attribute Type,Merge Variable,Move And Inline Method,Push Down Method,Remove Attribute Annotation,Extract Interface,Pull Up Attribute,Add Attribute Annotation,Add Class Annotation,Move Method,Move Source Folder,Extract Subclass,Push Down Attribute,Parameterize Variable,Move Attribute,Pull Up Method,Extract And Move Method,Split Attribute,Extract Superclass,Extract Class,Reorder Parameter,Modify Class Annotation,Add Parameter Annotation,Remove Parameter Annotation,Modify Parameter Annotation,Replace Variable With Attribute,Modify Attribute Annotation,Merge Attribute,Merge Parameter,Replace Attribute,Split Parameter,Add Variable Annotation,Change Package,Remove Variable Annotation,sum,delta
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,8d86b71b5f32f99bdec157e8b6e1c85f62c295e3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAnnotations,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,dea96d68d991a13eb5f92fc6117e8024a864ccf6)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAnnotations,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,0a1ccbbfd90335b540e7f66ce86892a3a5ae9bca)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJavassist,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.baseline,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddySpecialized,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkByteBuddy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkByteBuddyWithAnnotations,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkCglib,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddySpecialized,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJavassist,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkJavassist,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkCglib,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJdkProxy,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkByteBuddyWithAnnotations,e37f17e0a6050acc36faabe58c3935062f27c4d9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkByteBuddy,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkJavassist,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkByteBuddy,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.baseline,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.benchmarkCglib,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.benchmarkCglib,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.SuperClassInvocationBenchmark.baseline,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByExtensionBenchmark.baseline,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.StubInvocationBenchmark.benchmarkJdkProxy,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.baseline,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.ClassByImplementationBenchmark.benchmarkJdkProxy,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkJavassist,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(net.bytebuddy.benchmark.TrivialClassCreationBenchmark.benchmarkCglib,f3da996c6922cde27363e61e0ab66997c4de27db)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
