"(Benchmark_method, commit)",Extract Variable,Change Variable Type,Extract Method,Move Source Folder,Add Class Annotation,Change Parameter Type,Add Parameter,Move Class,Change Package,Inline Variable,Modify Attribute Annotation,Remove Method Annotation,Change Return Type,Change Attribute Type,Move Method,Extract And Move Method,Add Method Annotation,Modify Method Annotation,Remove Parameter,Inline Method,Extract Superclass,Pull Up Method,Pull Up Attribute,Parameterize Variable,Extract Class,Add Attribute Annotation,Move And Inline Method,Move Attribute,Remove Class Annotation,Replace Variable With Attribute,Extract Interface,Push Down Method,Extract Subclass,Push Down Attribute,Modify Class Annotation,Extract Attribute,Replace Attribute,Merge Parameter,Split Parameter,Remove Attribute Annotation,Add Variable Annotation,Split Attribute,Reorder Parameter,Merge Variable,Modify Parameter Annotation,Add Parameter Annotation,Remove Parameter Annotation,Split Variable,Merge Attribute,Remove Variable Annotation,sum,delta
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testDirect,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testMany,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheTimestamp,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndArrayList,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.B64CodeBenchmark.testJavaEncode,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringIsEmptyBenchmark.mediumIsEmpty,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testLinkedList,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceGrowth,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testInDirectArray,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testLinkedHashMap,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceGrowth,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ForwardBenchmark.testStringCompare,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ReservedThreadPoolBenchmark.testFew,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testFew,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheFormatNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark.testPool,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplaceSame,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.log.LogCondensePackageStringBenchmark.testCondensePackage,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ForwardBenchmark.testTrieMethodHandle,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.B64CodeBenchmark.testJettyEncode,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testInDirect,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.B64CodeBenchmark.testJettyDecode,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceReduce,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplaceSame,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testArrayList,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheFormatNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testHandle,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark.testStrategy,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringIsEmptyBenchmark.shortIsEmpty,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testFixed,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.http.jmh.MultiPartBenchmark.testParser,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheNow,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringIsEmptyBenchmark.longIsEmpty,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testIterate,3c551e960c83b6de46fbec9a9290a91ec67a8797)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheTimestamp,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.http.jmh.MultiPartBenchmark.testLargeGenerated,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testDirect,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheTimestamp,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testInDirectArray,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheFormatNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.DeflaterPoolBenchmark.testPool,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheFormatNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testInDirect,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheFormatNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testHandle,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.strategy.jmh.EWYKBenchmark.testStrategy,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testFixed,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.http.jmh.MultiPartBenchmark.testParser,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheNow,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.requestlog.jmh.RequestLogBenchmark.testIterate,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testPool,49eadc52464c060da219fb989d934c5b5904068e)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.B64CodeBenchmark.testJavaDecode,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplace_Same,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJettyStringUtilReplace_Growth,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheNoTickBenchmark.testDateCacheTimestamp,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testSome,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.http.jmh.MultiPartBenchmark.testLargeGenerated,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testDirect,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.thread.jmh.ThreadPoolBenchmark.testMany,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheTimestamp,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheTimestamp,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheBenchmark.testDateCacheNow,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.DateCacheSimpleDateFormatBenchmark.testDateCacheNow,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndArrayList,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplace_Growth,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.jmh.B64CodeBenchmark.testJavaEncode,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringIsEmptyBenchmark.mediumIsEmpty,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testLinkedList,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.server.jmh.ListVsMapBenchmark.testHashMapAndLinkedList,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.util.StringReplaceBenchmark.testJavaStringReplace_Reduce,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.eclipse.jetty.io.jmh.ByteBufferBenchmark.testInDirectArray,a6cdec548ceae6924c24882c0001c44cf2547aac)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
