"(Benchmark_method, commit)",Change Parameter Type,Inline Method,Move Method,Change Return Type,Inline Variable,Change Attribute Type,Extract Variable,Extract Method,Replace Variable With Attribute,Change Variable Type,Extract Superclass,Pull Up Method,Extract And Move Method,Move Attribute,Move Class,Extract Interface,Merge Variable,Extract Class,Extract Subclass,Push Down Method,Push Down Attribute,Extract Attribute,Change Package,Pull Up Attribute,Move Source Folder,Parameterize Variable,Merge Parameter,Merge Attribute,sum,delta
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.oneJdbi,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,75c9675a789d7dd5e22a0ba1be4242052056de6f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,7acbddb662d778035c678a53409a96f590c99ef9)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiPositional,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiBean,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiMap,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiNamed,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbc,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.oneJdbc,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.oneJdbi,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,be9a4e7ce2e3b01aa6df6400b512727b272053e7)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,0634052524cf5b229be3852fd90eaf141925f082)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapQualifiedBean,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersAnnotated,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsOther,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseCopy,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseOther,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsCopy,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseInsensitive,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsOther,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.collatorEqualsRandomCase,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByRandomCaseName,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringNotEquals,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.stringEquals,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsRandomCase,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.core.EnumBenchmark.mapEnumCaseSensitive,85c18c88da28fd65f6509227ab28bb7e83a5c641)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiPositional,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiBean,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.toLowerCaseEqualsCopy,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByExactName,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.mapUnqualifiedBean,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.CaseInsensitiveStringEqualsBenchmark.equalsIgnoreCaseRandomCase,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.EnumMapperBenchmark.mapByOrdinal,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.QualifiersBenchmark.getQualifiersUnannotated,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.jdbi.v3.benchmark.BeanBindingBenchmark.batchJdbiMap,65d627d2c113a8c58cfde0dfd2f567a1fbe85d8b)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
