"(Benchmark_method, commit)",Change Return Type,Extract Variable,Extract Method,Change Attribute Type,Change Parameter Type,Change Variable Type,Extract And Move Method,Extract Interface,Inline Variable,Inline Method,Move Class,Parameterize Variable,Merge Attribute,Move Attribute,Extract Class,Replace Variable With Attribute,Move Method,Extract Superclass,Extract Subclass,Push Down Method,Push Down Attribute,Merge Variable,Change Package,Split Attribute,Move Source Folder,Pull Up Attribute,Pull Up Method,Extract Attribute,Split Parameter,Merge Parameter,Split Variable,sum,delta
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.fileChannelBytes,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.MapperCacheBenchmark.testGet,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminator,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethod,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,18f33e58ea170e3f3e083762b30eac5da8ed7ccd)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testKeyObjectStore,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parse,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.fileChannelBytes,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.MapperCacheBenchmark.testGet,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethod,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,c86c78727677ceb606ad9c5dc254010f16cbee5f)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testKeyObjectStore,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parse,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,ee111874431f1f1db79bd13d2786760dd315da67)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
